"data","sistema","vabs","vrel","vmax","afluente","descarregada","MLT","aflu_MLT","aflu_max","vazao_anterior","vazao_mediames","retirada"
"2015-11-30","RioGrande",108.78,97.0,112.18,18.31,0.00,5.64,324.6,17.44,5.35,5.20,5.35
"2015-11-30","RioClaro",8.24,60.3,13.67,4.21,1.32,3.66,115.1,1.77,3.78,4.03,3.78
"2015-12-01","Cantareira",192.17,19.6,982.07,21.14,0.47,52.30,40.4,135.10,13.83,13.34,14.30
"2015-12-01","AltoTiete",91.24,15.9,573.81,28.95,2.18,24.90,116.3,55.63,12.65,12.67,13.54
"2015-12-01","Guarapiranga",149.75,87.5,171.19,18.05,0.00,18.16,99.4,30.97,15.01,15.48,15.01
"2015-12-01","Cotia",12.49,75.7,16.50,1.65,0.06,1.73,95.2,3.37,1.22,1.23,1.28
"2015-12-01","RioGrande",109.34,97.5,112.18,11.66,0.00,7.72,151.0,18.09,5.14,5.19,5.14
"2015-12-01","RioClaro",8.51,62.3,13.67,8.27,2.77,4.74,174.6,2.30,4.12,4.04,4.12
"2015-12-02","Cantareira",192.78,19.6,982.07,21.32,0.47,52.30,40.8,135.10,13.65,13.65,14.12
"2015-12-02","AltoTiete",91.94,16.0,573.81,20.55,2.05,24.90,82.5,55.63,12.36,12.36,11.75
"2015-12-02","Guarapiranga",150.01,87.6,171.19,18.10,0.00,18.16,99.6,30.97,15.05,15.05,15.05
"2015-12-02","Cotia",12.49,75.7,16.50,1.28,0.06,1.73,73.9,3.37,1.22,1.22,1.28
"2015-12-02","RioGrande",109.53,97.6,112.18,7.35,0.00,7.72,95.2,18.09,5.18,5.18,5.18
"2015-12-02","RioClaro",8.54,62.5,13.67,3.67,2.24,4.74,77.5,2.30,4.06,4.06,4.06
"2015-12-03","Cantareira",193.57,19.7,982.07,23.33,0.47,52.30,44.6,135.10,13.77,13.71,14.24
"2015-12-03","AltoTiete",92.26,16.1,573.81,16.92,2.65,24.90,67.9,55.63,12.39,12.38,12.92
"2015-12-03","Guarapiranga",149.75,87.5,171.19,12.04,0.00,18.16,66.3,30.97,15.09,15.07,15.09
"2015-12-03","Cotia",12.49,75.7,16.50,1.28,0.06,1.73,74.1,3.37,1.23,1.22,1.28
"2015-12-03","RioGrande",109.72,97.8,112.18,7.48,0.00,7.72,96.8,18.09,5.30,5.24,5.30
"2015-12-03","RioClaro",8.57,62.7,13.67,3.69,1.05,4.74,77.8,2.30,3.98,4.02,3.98
"2015-12-04","Cantareira",195.30,19.9,982.07,33.83,0.47,52.30,64.7,135.10,13.37,13.60,13.84
"2015-12-04","AltoTiete",92.33,16.1,573.81,15.59,3.01,24.90,62.6,55.63,13.26,12.67,14.41
"2015-12-04","Guarapiranga",149.49,87.3,171.19,12.76,0.00,18.16,70.3,30.97,15.80,15.31,15.80
"2015-12-04","Cotia",12.45,75.5,16.50,0.91,0.06,1.73,52.8,3.37,1.22,1.22,1.28
"2015-12-04","RioGrande",109.53,97.6,112.18,3.17,0.00,7.72,41.1,18.09,5.35,5.28,5.35
"2015-12-04","RioClaro",8.58,62.8,13.67,3.26,0.41,4.74,68.7,2.30,4.20,4.08,4.20
"2015-12-05","Cantareira",198.17,20.2,982.07,47.53,0.47,52.30,90.9,135.10,13.05,13.46,13.52
"2015-12-05","AltoTiete",92.10,16.1,573.81,11.41,3.83,24.90,45.8,55.63,12.51,12.63,14.59
"2015-12-05","Guarapiranga",149.22,87.2,171.19,12.36,0.00,18.16,68.1,30.97,15.41,15.34,15.41
"2015-12-05","Cotia",12.45,75.5,16.50,1.28,0.06,1.73,74.2,3.37,1.23,1.22,1.28
"2015-12-05","RioGrande",109.16,97.3,112.18,0.92,0.00,7.72,12.0,18.09,5.27,5.28,5.27
"2015-12-05","RioClaro",8.59,62.9,13.67,3.14,0.35,4.74,66.2,2.30,4.09,4.08,4.09
"2015-12-06","Cantareira",201.17,20.5,982.07,48.45,0.47,52.30,92.6,135.10,12.64,13.30,13.11
"2015-12-06","AltoTiete",93.57,16.3,573.81,32.06,3.83,24.90,128.8,55.63,12.98,12.70,15.98
"2015-12-06","Guarapiranga",149.49,87.3,171.19,19.04,0.00,18.16,104.8,30.97,15.99,15.47,15.99
"2015-12-06","Cotia",12.58,76.3,16.50,2.76,0.06,1.73,159.4,3.37,1.23,1.23,1.28
"2015-12-06","RioGrande",109.72,97.8,112.18,11.55,0.00,7.72,149.6,18.09,5.02,5.22,5.02
"2015-12-06","RioClaro",8.59,62.9,13.67,4.55,0.93,4.74,96.1,2.30,4.06,4.08,4.06
"2015-12-07","Cantareira",208.08,21.2,982.07,93.21,0.47,52.30,178.2,135.10,12.52,13.17,12.99
"2015-12-07","AltoTiete",98.10,17.1,573.81,63.31,3.83,24.90,254.3,55.63,12.53,12.67,14.09
"2015-12-07","Guarapiranga",150.01,87.6,171.19,21.46,0.00,18.16,118.2,30.97,15.37,15.45,15.37
"2015-12-07","Cotia",12.77,77.4,16.50,3.63,0.19,1.73,210.0,3.37,1.22,1.22,1.41
"2015-12-07","RioGrande",110.66,98.6,112.18,16.22,0.00,7.72,210.1,18.09,5.30,5.24,5.30
"2015-12-07","RioClaro",8.95,65.5,13.67,10.87,6.38,4.74,229.3,2.30,4.06,4.07,4.06
"2015-12-08","Cantareira",214.78,21.9,982.07,92.65,0.47,52.30,177.2,135.10,14.18,13.31,14.65
"2015-12-08","AltoTiete",102.33,17.8,573.81,58.04,1.43,24.90,233.1,55.63,12.63,12.66,13.17
"2015-12-08","Guarapiranga",150.28,87.8,171.19,18.17,0.00,18.16,100.1,30.97,15.13,15.41,15.13
"2015-12-08","Cotia",12.87,78.0,16.50,2.34,0.00,1.73,135.0,3.37,1.21,1.22,1.21
"2015-12-08","RioGrande",111.04,99.0,112.18,9.87,0.00,7.72,127.9,18.09,5.49,5.27,5.49
"2015-12-08","RioClaro",9.06,66.3,13.67,10.34,8.15,4.74,218.1,2.30,3.88,4.05,3.88
"2015-12-09","Cantareira",219.88,22.4,982.07,72.48,0.47,52.30,138.6,135.10,12.87,13.26,13.34
"2015-12-09","AltoTiete",104.81,18.3,573.81,40.97,1.51,24.90,164.5,55.63,12.74,12.67,13.46
"2015-12-09","Guarapiranga",150.28,87.8,171.19,15.06,0.00,18.16,82.9,30.97,15.06,15.36,15.06
"2015-12-09","Cotia",12.90,78.2,16.50,1.60,0.00,1.73,92.3,3.37,1.22,1.22,1.22
"2015-12-09","RioGrande",111.04,99.0,112.18,7.37,2.17,7.72,95.4,18.09,5.20,5.26,7.37
"2015-12-09","RioClaro",9.09,66.5,13.67,4.88,4.09,4.74,103.0,2.30,4.04,4.04,4.04
"2015-12-10","Cantareira",224.41,22.9,982.07,66.46,0.47,52.30,127.1,135.10,13.24,13.26,13.71
"2015-12-10","AltoTiete",106.28,18.5,573.81,31.12,1.51,24.90,125.0,55.63,13.46,12.76,16.42
"2015-12-10","Guarapiranga",150.01,87.6,171.19,12.29,0.00,18.16,67.7,30.97,15.34,15.36,15.34
"2015-12-10","Cotia",12.90,78.2,16.50,1.28,0.06,1.73,73.9,3.37,1.22,1.22,1.28
"2015-12-10","RioGrande",110.66,98.6,112.18,3.27,2.48,7.72,42.3,18.09,5.18,5.25,7.65
"2015-12-10","RioClaro",9.11,66.6,13.67,3.95,2.33,4.74,83.4,2.30,4.13,4.05,4.13
"2015-12-11","Cantareira",227.82,23.2,982.07,53.32,0.47,52.30,102.0,135.10,13.29,13.26,13.76
"2015-12-11","AltoTiete",107.19,18.7,573.81,24.43,1.51,24.90,98.1,55.63,12.78,12.76,13.54
"2015-12-11","Guarapiranga",149.49,87.3,171.19,9.61,0.00,18.16,52.9,30.97,15.69,15.39,15.69
"2015-12-11","Cotia",12.90,78.2,16.50,1.27,0.06,1.73,73.4,3.37,1.21,1.22,1.27
"2015-12-11","RioGrande",110.10,98.1,112.18,1.27,2.58,7.72,16.4,18.09,5.25,5.25,7.83
"2015-12-11","RioClaro",9.12,66.8,13.67,3.61,1.27,4.74,76.2,2.30,4.09,4.06,4.09
"2015-12-12","Cantareira",230.59,23.5,982.07,46.66,0.47,52.30,89.2,135.10,13.77,13.31,14.24
"2015-12-12","AltoTiete",107.55,18.7,573.81,19.06,1.51,24.90,76.5,55.63,13.46,12.83,15.51
"2015-12-12","Guarapiranga",148.96,87.0,171.19,9.71,0.00,18.16,53.5,30.97,15.80,15.43,15.80
"2015-12-12","Cotia",12.87,78.0,16.50,0.90,0.06,1.73,51.9,3.37,1.22,1.22,1.27
"2015-12-12","RioGrande",109.53,97.6,112.18,1.38,2.52,7.72,17.9,18.09,5.40,5.27,7.92
"2015-12-12","RioClaro",9.14,66.9,13.67,3.43,0.68,4.74,72.4,2.30,4.07,4.06,4.07
"2015-12-13","Cantareira",233.96,23.8,982.07,53.34,0.47,52.30,102.0,135.10,14.07,13.37,14.54
"2015-12-13","AltoTiete",110.82,19.3,573.81,54.50,2.80,24.90,218.9,55.63,14.06,12.93,16.66
"2015-12-13","Guarapiranga",148.70,86.9,171.19,12.86,0.00,18.16,70.8,30.97,15.90,15.47,15.90
"2015-12-13","Cotia",12.87,78.0,16.50,1.27,0.06,1.73,73.3,3.37,1.21,1.22,1.27
"2015-12-13","RioGrande",110.28,98.3,112.18,16.67,2.62,7.72,215.9,18.09,5.32,5.27,7.94
"2015-12-13","RioClaro",9.23,67.5,13.67,6.92,1.27,4.74,145.9,2.30,4.06,4.06,4.06
"2015-12-14","Cantareira",237.98,24.2,982.07,61.37,0.47,52.30,117.3,135.10,13.36,13.37,13.83
"2015-12-14","AltoTiete",114.01,19.9,573.81,47.64,1.51,24.90,191.3,55.63,12.65,12.91,13.59
"2015-12-14","Guarapiranga",148.44,86.7,171.19,12.79,0.00,18.16,70.4,30.97,15.83,15.50,15.83
"2015-12-14","Cotia",12.84,77.8,16.50,0.90,0.06,1.73,52.1,3.37,1.22,1.22,1.28
"2015-12-14","RioGrande",110.28,98.3,112.18,8.01,2.66,7.72,103.8,18.09,5.35,5.28,8.01
"2015-12-14","RioClaro",9.29,67.9,13.67,7.98,4.98,4.74,168.3,2.30,4.11,4.06,4.11
"2015-12-15","Cantareira",242.24,24.7,982.07,63.74,0.47,52.30,121.9,135.10,13.36,13.37,13.83
"2015-12-15","AltoTiete",115.95,20.2,573.81,33.20,1.51,24.90,133.3,55.63,12.67,12.89,13.83
"2015-12-15","Guarapiranga",148.17,86.6,171.19,12.68,0.00,18.16,69.8,30.97,15.72,15.51,15.72
"2015-12-15","Cotia",12.84,77.8,16.50,1.29,0.06,1.73,74.4,3.37,1.23,1.22,1.29
"2015-12-15","RioGrande",110.47,98.5,112.18,10.16,2.70,7.72,131.6,18.09,5.27,5.28,7.97
"2015-12-15","RioClaro",9.34,68.4,13.67,6.19,4.19,4.74,130.6,2.30,4.08,4.06,4.08
"2015-12-16","Cantareira",246.26,25.1,982.07,60.09,0.47,52.30,114.9,135.10,13.75,13.39,14.22
"2015-12-16","AltoTiete",117.34,20.4,573.81,29.48,1.51,24.90,118.4,55.63,13.34,12.92,15.43
"2015-12-16","Guarapiranga",147.91,86.4,171.19,12.18,0.00,18.16,67.1,30.97,15.22,15.49,15.22
"2015-12-16","Cotia",12.81,77.6,16.50,0.95,0.06,1.73,55.0,3.37,1.27,1.22,1.33
"2015-12-16","RioGrande",111.04,99.0,112.18,14.65,2.84,7.72,189.8,18.09,5.24,5.28,8.08
"2015-12-16","RioClaro",9.36,68.5,13.67,4.28,2.02,4.74,90.2,2.30,4.02,4.06,4.02
"2015-12-17","Cantareira",249.06,25.4,982.07,46.63,0.47,52.30,89.2,135.10,14.20,13.44,14.67
"2015-12-17","AltoTiete",118.65,20.7,573.81,28.94,1.45,24.90,116.2,55.63,13.42,12.95,14.67
"2015-12-17","Guarapiranga",147.39,86.1,171.19,9.93,0.00,18.16,54.7,30.97,16.00,15.52,16.00
"2015-12-17","Cotia",12.81,77.6,16.50,1.35,0.06,1.73,77.9,3.37,1.29,1.23,1.35
"2015-12-17","RioGrande",110.85,98.8,112.18,5.93,2.84,7.72,76.8,18.09,5.29,5.28,8.12
"2015-12-17","RioClaro",9.43,69.0,13.67,4.91,1.68,4.74,103.6,2.30,3.99,4.06,3.99
"2015-12-18","Cantareira",251.88,25.6,982.07,48.44,0.47,52.30,92.6,135.10,15.27,13.55,15.74
"2015-12-18","AltoTiete",119.17,20.8,573.81,20.52,1.78,24.90,82.4,55.63,13.75,13.00,14.73
"2015-12-18","Guarapiranga",146.86,85.8,171.19,9.23,0.00,18.16,50.8,30.97,15.30,15.51,15.30
"2015-12-18","Cotia",12.77,77.4,16.50,0.91,0.06,1.73,52.4,3.37,1.22,1.23,1.28
"2015-12-18","RioGrande",110.47,98.5,112.18,4.10,3.02,7.72,53.1,18.09,5.46,5.29,8.48
"2015-12-18","RioClaro",9.45,69.1,13.67,4.09,1.05,4.74,86.2,2.30,4.13,4.06,4.13
"2015-12-19","Cantareira",254.28,25.9,982.07,45.05,0.47,52.30,86.1,135.10,16.44,13.71,16.91
"2015-12-19","AltoTiete",120.57,21.0,573.81,30.96,1.78,24.90,124.3,55.63,13.75,13.04,14.55
"2015-12-19","Guarapiranga",146.34,85.5,171.19,9.57,0.00,18.16,52.7,30.97,15.63,15.52,15.63
"2015-12-19","Cotia",12.74,77.2,16.50,0.91,0.06,1.73,52.4,3.37,1.22,1.23,1.28
"2015-12-19","RioGrande",110.28,98.3,112.18,6.30,3.03,7.72,81.6,18.09,5.46,5.30,8.49
"2015-12-19","RioClaro",9.48,69.4,13.67,4.07,1.29,4.74,85.9,2.30,4.13,4.06,4.13
"2015-12-20","Cantareira",258.25,26.3,982.07,61.46,0.47,52.30,117.5,135.10,16.25,13.85,16.72
"2015-12-20","AltoTiete",123.31,21.5,573.81,49.51,1.78,24.90,198.8,55.63,16.22,13.22,16.88
"2015-12-20","Guarapiranga",147.39,86.1,171.19,28.04,0.00,18.16,154.4,30.97,15.90,15.54,15.90
"2015-12-20","Cotia",13.03,79.0,16.50,5.62,1.02,1.73,324.7,3.37,1.22,1.23,2.24
"2015-12-20","RioGrande",111.04,99.0,112.18,17.14,3.02,7.72,222.0,18.09,5.36,5.30,8.38
"2015-12-20","RioClaro",9.48,69.4,13.67,3.95,1.27,4.74,83.4,2.30,3.65,4.04,3.65
"2015-12-21","Cantareira",260.70,26.5,982.07,44.25,0.47,52.30,84.6,135.10,15.73,13.94,16.20
"2015-12-21","AltoTiete",124.50,21.7,573.81,29.41,1.45,24.90,118.1,55.63,13.96,13.17,16.62
"2015-12-21","Guarapiranga",148.44,86.7,171.19,27.39,0.00,18.16,150.8,30.97,15.24,15.52,15.24
"2015-12-21","Cotia",13.23,80.2,16.50,4.04,0.50,1.73,233.7,3.37,1.27,1.23,1.77
"2015-12-21","RioGrande",111.80,99.7,112.18,17.06,3.03,7.72,221.0,18.09,5.23,5.30,8.26
"2015-12-21","RioClaro",9.52,69.7,13.67,4.22,0.94,4.74,89.0,2.30,4.15,4.04,4.15
"2015-12-22","Cantareira",263.85,26.9,982.07,54.19,0.47,52.30,103.6,135.10,17.10,14.09,17.57
"2015-12-22","AltoTiete",125.29,21.8,573.81,23.86,1.45,24.90,95.8,55.63,12.92,13.16,13.25
"2015-12-22","Guarapiranga",149.22,87.2,171.19,24.49,0.00,18.16,134.9,30.97,15.37,15.52,15.37
"2015-12-22","Cotia",13.36,81.0,16.50,2.87,0.13,1.73,165.7,3.37,1.21,1.23,1.34
"2015-12-22","RioGrande",111.42,99.3,112.18,4.00,3.12,7.72,51.9,18.09,5.29,5.29,8.41
"2015-12-22","RioClaro",9.54,69.8,13.67,3.52,0.63,4.74,74.2,2.30,4.05,4.04,4.05
"2015-12-23","Cantareira",266.88,27.2,982.07,52.56,0.47,52.30,100.5,135.10,16.72,14.21,17.19
"2015-12-23","AltoTiete",126.37,22.0,573.81,27.42,1.45,24.90,110.1,55.63,13.47,13.18,13.91
"2015-12-23","Guarapiranga",150.28,87.8,171.19,27.53,0.00,18.16,151.6,30.97,15.36,15.51,15.36
"2015-12-23","Cotia",13.39,81.2,16.50,1.67,0.09,1.73,96.3,3.37,1.19,1.23,1.28
"2015-12-23","RioGrande",110.66,98.6,112.18,2.56,6.14,7.72,33.1,18.09,5.19,5.29,11.33
"2015-12-23","RioClaro",9.60,70.2,13.67,4.00,0.73,4.74,84.3,2.30,4.04,4.04,4.04
"2015-12-24","Cantareira",269.82,27.5,982.07,51.81,0.47,52.30,99.1,135.10,17.66,14.36,18.13
"2015-12-24","AltoTiete",127.87,22.3,573.81,32.58,1.45,24.90,130.9,55.63,13.47,13.19,15.76
"2015-12-24","Guarapiranga",150.80,88.1,171.19,21.80,0.00,18.16,120.1,30.97,15.71,15.52,15.71
"2015-12-24","Cotia",13.36,81.0,16.50,0.92,0.06,1.73,53.3,3.37,1.25,1.23,1.31
"2015-12-24","RioGrande",110.66,98.6,112.18,14.63,9.20,7.72,189.5,18.09,5.43,5.30,14.63
"2015-12-24","RioClaro",9.57,70.0,13.67,2.90,0.59,4.74,61.2,2.30,4.05,4.04,4.05
"2015-12-25","Cantareira",271.86,27.7,982.07,42.17,0.47,52.30,80.6,135.10,17.81,14.50,18.28
"2015-12-25","AltoTiete",128.91,22.5,573.81,29.09,1.64,24.90,116.8,55.63,15.55,13.29,17.75
"2015-12-25","Guarapiranga",151.33,88.4,171.19,22.09,0.00,18.16,121.6,30.97,15.99,15.54,15.99
"2015-12-25","Cotia",13.39,81.2,16.50,1.71,0.06,1.73,98.9,3.37,1.27,1.23,1.33
"2015-12-25","RioGrande",111.04,99.0,112.18,18.94,9.15,7.72,245.3,18.09,5.40,5.30,14.56
"2015-12-25","RioClaro",9.60,70.2,13.67,3.98,0.68,4.74,83.9,2.30,4.10,4.05,4.10
"2015-12-26","Cantareira",274.84,28.0,982.07,50.64,0.47,52.30,96.8,135.10,16.25,14.57,16.72
"2015-12-26","AltoTiete",130.29,22.7,573.81,31.89,1.61,24.90,128.1,55.63,14.06,13.32,16.27
"2015-12-26","Guarapiranga",152.12,88.9,171.19,24.59,0.00,18.16,135.4,30.97,15.44,15.53,15.44
"2015-12-26","Cotia",13.43,81.4,16.50,1.69,0.06,1.73,97.8,3.37,1.25,1.23,1.31
"2015-12-26","RioGrande",110.28,98.3,112.18,5.61,8.99,7.72,72.7,18.09,5.38,5.30,14.37
"2015-12-26","RioClaro",9.60,70.2,13.67,3.97,0.29,4.74,83.8,2.30,4.02,4.05,4.02
"2015-12-27","Cantareira",277.82,28.3,982.07,50.03,0.47,52.30,95.7,135.10,15.96,14.63,16.43
"2015-12-27","AltoTiete",131.58,22.9,573.81,29.87,1.61,24.90,120.0,55.63,13.44,13.32,15.77
"2015-12-27","Guarapiranga",154.76,90.4,171.19,45.67,0.00,18.16,251.5,30.97,15.15,15.52,15.15
"2015-12-27","Cotia",13.63,82.6,16.50,6.35,2.77,1.73,366.8,3.37,1.26,1.23,4.03
"2015-12-27","RioGrande",109.34,97.5,112.18,2.77,8.39,7.72,35.9,18.09,5.28,5.30,13.67
"2015-12-27","RioClaro",9.63,70.5,13.67,5.81,0.91,4.74,122.5,2.30,3.90,4.04,3.90
"2015-12-28","Cantareira",280.62,28.6,982.07,48.71,0.47,52.30,93.1,135.10,15.99,14.68,16.46
"2015-12-28","AltoTiete",132.64,23.1,573.81,24.44,1.61,24.90,98.1,55.63,13.37,13.32,13.92
"2015-12-28","Guarapiranga",157.66,92.1,171.19,48.60,0.00,18.16,267.6,30.97,14.95,15.50,14.95
"2015-12-28","Cotia",13.76,83.4,16.50,4.15,1.32,1.73,240.2,3.37,1.28,1.23,2.60
"2015-12-28","RioGrande",108.41,96.6,112.18,2.47,8.12,7.72,32.0,18.09,5.19,5.30,13.31
"2015-12-28","RioClaro",9.63,70.5,13.67,5.76,3.28,4.74,121.6,2.30,4.12,4.04,4.12
"2015-12-29","Cantareira",284.66,29.0,982.07,63.54,0.47,52.30,121.5,135.10,16.35,14.74,16.82
"2015-12-29","AltoTiete",133.73,23.3,573.81,26.63,1.61,24.90,106.9,55.63,14.50,13.37,15.00
"2015-12-29","Guarapiranga",155.55,90.9,171.19,58.36,67.50,18.16,321.4,30.97,15.33,15.49,82.83
"2015-12-29","Cotia",13.93,84.4,16.50,3.36,0.12,1.73,194.1,3.37,1.28,1.24,1.40
"2015-12-29","RioGrande",108.03,96.3,112.18,9.06,8.16,7.72,117.3,18.09,5.21,5.30,13.38
"2015-12-29","RioClaro",9.71,71.0,13.67,7.30,3.01,4.74,154.0,2.30,4.09,4.04,4.09
"2015-12-30","Cantareira",287.33,29.3,982.07,48.32,0.47,52.30,92.4,135.10,16.22,14.79,16.69
"2015-12-30","AltoTiete",134.66,23.5,573.81,24.76,1.31,24.90,99.4,55.63,13.59,13.37,13.98
"2015-12-30","Guarapiranga",151.07,88.2,171.19,33.49,70.19,18.16,184.4,30.97,15.19,15.48,85.38
"2015-12-30","Cotia",14.10,85.5,16.50,3.38,0.12,1.73,195.2,3.37,1.29,1.24,1.41
"2015-12-30","RioGrande",107.10,95.5,112.18,2.35,7.93,7.72,30.4,18.09,5.19,5.29,13.11
"2015-12-30","RioClaro",9.71,71.0,13.67,4.81,2.22,4.74,101.6,2.30,4.05,4.04,4.05
"2015-12-31","Cantareira",290.69,29.6,982.07,55.50,0.47,52.30,106.1,135.10,16.01,14.83,16.48
"2015-12-31","AltoTiete",135.55,23.6,573.81,23.63,1.31,24.90,94.9,55.63,12.60,13.35,13.12
"2015-12-31","Guarapiranga",147.12,85.9,171.19,19.16,50.00,18.16,105.5,30.97,14.78,15.46,64.78
"2015-12-31","Cotia",14.20,86.1,16.50,2.51,0.06,1.73,145.0,3.37,1.26,1.24,1.32
"2015-12-31","RioGrande",106.18,94.6,112.18,2.14,7.62,7.72,27.7,18.09,5.22,5.29,12.84
"2015-12-31","RioClaro",9.71,71.0,13.67,4.17,1.57,4.74,88.1,2.30,4.11,4.05,4.11
"2016-01-01","Cantareira",294.04,29.9,982.07,56.07,0.47,69.40,80.8,152.20,16.77,14.89,17.24
"2016-01-01","AltoTiete",136.08,23.7,573.81,20.95,1.31,31.56,66.4,65.95,13.60,13.36,14.02
"2016-01-01","Guarapiranga",142.68,83.3,171.19,13.25,50.00,24.23,54.7,56.90,14.74,15.44,64.74
"2016-01-01","Cotia",14.27,86.5,16.50,2.13,0.06,2.71,78.4,4.45,1.27,1.24,1.33
"2016-01-01","RioGrande",105.63,94.2,112.18,1.40,2.65,9.49,14.8,23.69,5.15,5.28,7.80
"2016-01-01","RioClaro",9.72,71.1,13.67,3.90,0.80,4.85,80.4,2.85,4.02,4.05,4.02
"2016-01-02","Cantareira",298.47,30.4,982.07,66.41,0.47,69.40,95.7,152.20,14.47,14.47,14.94
"2016-01-02","AltoTiete",137.61,24.0,573.81,34.21,1.31,31.56,108.4,65.95,13.88,13.88,14.86
"2016-01-02","Guarapiranga",141.89,82.9,171.19,16.36,11.10,24.23,67.5,56.90,14.32,14.32,25.42
"2016-01-02","Cotia",14.41,87.3,16.50,2.93,0.06,2.71,108.0,4.45,1.27,1.27,1.33
"2016-01-02","RioGrande",105.44,94.0,112.18,3.13,0.00,9.49,33.0,23.69,5.26,5.26,5.26
"2016-01-02","RioClaro",9.97,73.0,13.67,7.27,0.91,4.85,149.9,2.85,4.08,4.08,4.08
"2016-01-03","Cantareira",302.66,30.8,982.07,65.04,0.47,69.40,93.7,152.20,15.51,14.99,15.98
"2016-01-03","AltoTiete",140.01,24.4,573.81,35.36,1.31,31.56,112.0,65.95,13.17,13.52,13.81
"2016-01-03","Guarapiranga",145.29,84.9,171.19,52.71,0.00,24.23,217.5,56.90,13.40,13.86,13.40
"2016-01-03","Cotia",14.58,88.4,16.50,3.60,0.33,2.71,133.0,4.45,1.27,1.27,1.60
"2016-01-03","RioGrande",105.44,94.0,112.18,4.86,0.00,9.49,51.2,23.69,4.86,5.06,4.86
"2016-01-03","RioClaro",10.14,74.2,13.67,7.28,10.15,4.85,150.0,2.85,4.04,4.06,4.04
"2016-01-04","Cantareira",306.27,31.2,982.07,56.68,0.47,69.40,81.7,152.20,15.37,15.12,15.84
"2016-01-04","AltoTiete",142.18,24.8,573.81,35.80,0.75,31.56,113.4,65.95,13.43,13.49,17.61
"2016-01-04","Guarapiranga",147.12,85.9,171.19,35.01,0.00,24.23,144.5,56.90,13.78,13.83,13.78
"2016-01-04","Cotia",14.72,89.2,16.50,2.98,0.06,2.71,110.1,4.45,1.31,1.28,1.37
"2016-01-04","RioGrande",105.26,93.8,112.18,2.71,0.00,9.49,28.6,23.69,4.84,4.99,4.84
"2016-01-04","RioClaro",10.18,74.5,13.67,7.75,6.69,4.85,159.8,2.85,3.98,4.03,3.98
"2016-01-05","Cantareira",308.76,31.4,982.07,46.17,0.47,69.40,66.5,152.20,16.97,15.58,17.44
"2016-01-05","AltoTiete",142.84,24.9,573.81,22.06,1.39,31.56,69.9,65.95,13.75,13.56,17.46
"2016-01-05","Guarapiranga",143.72,84.0,171.19,37.55,62.33,24.23,155.0,56.90,14.62,14.03,76.95
"2016-01-05","Cotia",14.79,89.7,16.50,2.14,0.06,2.71,78.9,4.45,1.27,1.28,1.33
"2016-01-05","RioGrande",104.89,93.5,112.18,0.86,0.00,9.49,9.0,23.69,5.10,5.01,5.10
"2016-01-05","RioClaro",10.18,74.5,13.67,4.24,3.08,4.85,87.5,2.85,4.00,4.03,4.00
"2016-01-06","Cantareira",310.73,31.6,982.07,39.25,0.47,69.40,56.6,152.20,16.17,15.70,16.64
"2016-01-06","AltoTiete",143.49,25.0,573.81,22.88,1.39,31.56,72.5,65.95,13.85,13.62,17.14
"2016-01-06","Guarapiranga",141.63,82.7,171.19,30.92,39.67,24.23,127.6,56.90,15.42,14.31,55.09
"2016-01-06","Cotia",14.86,90.1,16.50,2.14,0.06,2.71,79.0,4.45,1.27,1.28,1.33
"2016-01-06","RioGrande",104.53,93.2,112.18,1.08,0.00,9.49,11.4,23.69,5.31,5.07,5.31
"2016-01-06","RioClaro",10.19,74.6,13.67,4.03,1.79,4.85,83.0,2.85,4.18,4.06,4.18
"2016-01-07","Cantareira",312.55,31.8,982.07,36.86,0.47,69.40,53.1,152.20,15.72,15.70,16.19
"2016-01-07","AltoTiete",143.85,25.1,573.81,19.51,1.39,31.56,61.8,65.95,13.97,13.67,16.65
"2016-01-07","Guarapiranga",141.89,82.9,171.19,18.57,0.00,24.23,76.7,56.90,15.56,14.52,15.56
"2016-01-07","Cotia",14.90,90.3,16.50,1.73,0.06,2.71,63.9,4.45,1.27,1.28,1.32
"2016-01-07","RioGrande",104.16,92.8,112.18,1.08,0.00,9.49,11.4,23.69,5.30,5.11,5.30
"2016-01-07","RioClaro",10.19,74.6,13.67,3.59,1.33,4.85,74.1,2.85,4.07,4.06,4.07
"2016-01-08","Cantareira",314.17,32.0,982.07,34.52,0.47,69.40,49.7,152.20,16.08,15.76,16.55
"2016-01-08","AltoTiete",143.98,25.1,573.81,16.75,1.35,31.56,53.1,65.95,13.95,13.71,16.25
"2016-01-08","Guarapiranga",141.63,82.7,171.19,12.73,0.00,24.23,52.5,56.90,15.75,14.69,15.75
"2016-01-08","Cotia",14.93,90.5,16.50,1.73,0.06,2.71,63.8,4.45,1.26,1.27,1.32
"2016-01-08","RioGrande",103.80,92.5,112.18,1.15,0.00,9.49,12.1,23.69,5.37,5.15,5.37
"2016-01-08","RioClaro",10.14,74.2,13.67,3.55,1.03,4.85,73.3,2.85,4.12,4.07,4.12
"2016-01-09","Cantareira",315.96,32.2,982.07,37.05,0.47,69.40,53.4,152.20,16.67,15.87,17.14
"2016-01-09","AltoTiete",143.89,25.1,573.81,12.94,1.35,31.56,41.0,65.95,13.48,13.68,15.36
